unicode,ibm,pcms
U+6E1D,5A20,D320
U+6E14,5A20,D320
U+9685,5A20,D320
U+4E20,5A20,D320
U+5A31,5A20,D320
U+96E8,5A20,D320
U+4E0E,5A20,D320
U+5C7F,5A20,D320
U+79B9,5A20,D320
U+5B20,5A20,D320
U+8BED,5A20,D320
U+7FBD,5A20,D320
U+7320,5A20,D320
U+57DF,5A20,D320
U+828B,5A20,D320
U+90C1,5A20,D320
U+5401,5A20,D320
U+9047,5A20,D320
U+55BB,5A20,D320
U+5C20,5A20,D320
U+5FA1,5A20,D320
U+6108,5A20,D320
U+6B32,5A20,D320
U+7220,5A20,D320
U+80B2,5A20,D3FD
U+8A89,5A20,D3FE
U+6D74,5AA0,D4A1
U+5BD3,5AA1,D4A2
U+88D5,5AA2,D4A3
U+9884,5AA3,D4A4
U+8C6B,5AA4,D4A5
U+9A6D,5AA5,D4A6
U+9E33,5AA6,D4A7
U+6E0A,5AA7,D4A8
U+51A4,5AA8,D4A9
U+5143,5AA9,D4AA
U+57A3,5AAA,D4AB
U+8881,5AAB,D4AC
U+5320,5AAC,D4AD
U+6320,5AAD,D4AE
U+8F95,5AAE,D4AF
U+5620,5AAF,D4B0
U+5458,5AB0,D4B1
U+5706,5AB1,D4B2
U+733F,5AB2,D4B3
U+6E20,5AB3,D4B4
U+7F18,5AB4,D4B5
U+8FDC,5AB5,D4B6
U+82D1,5AB6,D4B7
U+613F,5AB7,D4B8
U+6028,5AB8,D4B9
U+9662,5AB9,D4BA
U+6620,5ABA,D4BB
U+7EA6,5ABB,D4BC
U+8D8A,5ABC,D4BD
U+8DC3,5ABD,D4BE
U+94A5,5ABE,D4BF
U+5CB3,5ABF,D4C0
U+7CA4,5AC0,D4C1
U+6708,5AC1,D4C2
U+60A6,5AC2,D4C3
U+9605,5AC3,D4C4
U+8018,5AC4,D4C5
U+4E20,5AC5,D4C6
U+90E7,5AC6,D4C7
U+5300,5AC7,D4C8
U+9668,5AC8,D4C9
U+5141,5AC9,D4CA
U+8FD0,5ACA,D4CB
U+8574,5ACB,D4CC
U+915D,5ACC,D4CD
U+6655,5ACD,D4CE
U+97F5,5ACE,D4CF
U+5B55,5ACF,D4D0
U+531D,5AD0,D4D1
U+7838,5AD1,D4D2
U+6742,5AD2,D4D3
U+683D,5AD3,D4D4
U+54C9,5AD4,D4D5
U+707E,5AD5,D4D6
U+5BB0,5AD6,D4D7
U+8F7D,5AD7,D4D8
U+5120,5AD8,D4D9
U+5728,5AD9,D4DA
U+54B1,5ADA,D4DB
U+6512,5ADB,D4DC
U+6620,5ADC,D4DD
U+8D5E,5ADD,D4DE
U+8D43,5ADE,D4DF
U+810F,5ADF,D420
U+846C,5A20,D420
U+906D,5A20,D420
U+7CDF,5A20,D420
U+51FF,5A20,D420
U+85FB,5A20,D420
U+67A3,5A20,D420
U+6520,5A20,D420
U+6FA1,5A20,D420
U+86A4,5A20,D420
U+8E81,5A20,D420
U+566A,5A20,D420
U+9020,5A20,D420
U+7620,5A20,D420
U+7076,5A20,D420
U+7120,5A20,D420
U+8D23,5A20,D420
U+6220,5A20,D420
U+5219,5A20,D420
U+6CFD,5A20,D420
U+8D3C,5A20,D420
U+600E,5A20,D420
U+5820,5A20,D420
U+6120,5A20,D420
U+66FE,5A20,D420
U+8D60,5A20,D420
U+624E,5A20,D420
U+55B3,5A20,D420
U+6E23,5A20,D420
U+672D,5A20,D4FD
U+8F67,5AFD,D4FE
U+94E1,5B41,D5A1
U+95F8,5B42,D5A2
U+7728,5B43,D5A3
U+6805,5B44,D5A4
U+69A8,5B45,D5A5
U+5420,5B46,D5A6
U+4E4D,5B47,D5A7
U+70B8,5B48,D5A8
U+8BC8,5B49,D5A9
U+6458,5B4A,D5AA
U+6520,5B4B,D5AB
U+5B20,5B4C,D5AC
U+7A20,5B4D,D5AD
U+503A,5B4E,D5AE
U+5B20,5B4F,D5AF
U+77BB,5B50,D5B0
U+6B20,5B51,D5B1
U+8A79,5B52,D5B2
U+7C20,5B53,D5B3
U+6CBE,5B54,D5B4
U+76CF,5B55,D5B5
U+65A9,5B56,D5B6
U+8F97,5B57,D5B7
U+5D2D,5B58,D5B8
U+5C55,5B59,D5B9
U+8638,5B5A,D5BA
U+6808,5B5B,D5BB
U+5360,5B5C,D5BC
U+6218,5B5D,D5BD
U+7AD9,5B5E,D5BE
U+6E5B,5B5F,D5BF
U+7EFD,5B60,D5C0
U+6A1F,5B61,D5C1
U+7A20,5B62,D5C2
U+5F70,5B63,D5C3
U+6F33,5B64,D5C4
U+5F20,5B65,D5C5
U+6320,5B66,D5C6
U+6DA8,5B67,D5C7
U+6756,5B68,D5C8
U+4E08,5B69,D5C9
U+5E10,5B6A,D5CA
U+8D26,5B6B,D5CB
U+4ED7,5B6C,D5CC
U+80C0,5B6D,D5CD
U+7634,5B6E,D5CE
U+969C,5B6F,D5CF
U+62DB,5B70,D5D0
U+662D,5B71,D5D1
U+627E,5B72,D5D2
U+6CBC,5B73,D5D3
U+8D75,5B74,D5D4
U+7167,5B75,D5D5
U+7F69,5B76,D5D6
U+5146,5B77,D5D7
U+8020,5B78,D5D8
U+5320,5B79,D5D9
U+906E,5B7A,D5DA
U+6220,5B7B,D5DB
U+5420,5B7C,D5DC
U+86F0,5B7D,D5DD
U+8F99,5B7E,D5DE
U+8005,5B7F,D5DF
U+9517,5B20,D520
U+8517,5B20,D520
U+8FD9,5B20,D520
U+6D59,5B20,D520
U+73CD,5B20,D520
U+6520,5B20,D520
U+771F,5B20,D520
U+7504,5B20,D520
U+7827,5B20,D520
U+81FB,5B20,D520
U+8D1E,5B20,D520
U+9488,5B20,D520
U+4FA6,5B20,D520
U+6720,5B20,D520
U+75B9,5B20,D520
U+8BCA,5B20,D520
U+9707,5B20,D520
U+632F,5B20,D520
U+9547,5B20,D520
U+9635,5B20,D520
U+84B8,5B20,D520
U+6323,5B20,D520
U+7741,5B20,D520
U+5F20,5B20,D520
U+7220,5B20,D520
U+4E20,5B20,D520
U+6014,5B20,D520
U+6574,5B20,D520
U+6220,5B20,D520
U+6B63,5B20,D5FD
U+653F,5B20,D5FE
U+5E27,5BA0,D6A1
U+75C7,5BA1,D6A2
U+90D1,5BA2,D6A3
U+8BC1,5BA3,D6A4
U+829D,5BA4,D6A5
U+6720,5BA5,D6A6
U+652F,5BA6,D6A7
U+5431,5BA7,D6A8
U+8718,5BA8,D6A9
U+7720,5BA9,D6AA
U+80A2,5BAA,D6AB
U+8102,5BAB,D6AC
U+6C41,5BAC,D6AD
U+4E4B,5BAD,D6AE
U+7EC7,5BAE,D6AF
U+804C,5BAF,D6B0
U+7620,5BB0,D6B1
U+690D,5BB1,D6B2
U+6B20,5BB2,D6B3
U+6267,5BB3,D6B4
U+503C,5BB4,D6B5
U+4F20,5BB5,D6B6
U+5740,5BB6,D6B7
U+6307,5BB7,D6B8
U+6B62,5BB8,D6B9
U+8DBE,5BB9,D6BA
U+5320,5BBA,D6BB
U+6520,5BBB,D6BC
U+7EB8,5BBC,D6BD
U+5FD7,5BBD,D6BE
U+631A,5BBE,D6BF
U+63B7,5BBF,D6C0
U+81F3,5BC0,D6C1
U+81F4,5BC1,D6C2
U+7F6E,5BC2,D6C3
U+5E1C,5BC3,D6C4
U+5CD9,5BC4,D6C5
U+5236,5BC5,D6C6
U+667A,5BC6,D6C7
U+7920,5BC7,D6C8
U+7A1A,5BC8,D6C9
U+8D28,5BC9,D6CA
U+7020,5BCA,D6CB
U+75D4,5BCB,D6CC
U+6EDE,5BCC,D6CD
U+6CBB,5BCD,D6CE
U+7A20,5BCE,D6CF
U+4E2D,5BCF,D6D0
U+76C5,5BD0,D6D1
U+5F20,5BD1,D6D2
U+949F,5BD2,D6D3
U+8877,5BD3,D6D4
U+7EC8,5BD4,D6D5
U+79CD,5BD5,D6D6
U+80BF,5BD6,D6D7
U+91CD,5BD7,D6D8
U+4E20,5BD8,D6D9
U+4F17,5BD9,D6DA
U+821F,5BDA,D6DB
U+5468,5BDB,D6DC
U+5DDE,5BDC,D6DD
U+6D32,5BDD,D6DE
U+8BCC,5BDE,D6DF
U+7CA5,5BDF,D620
U+8F74,5B20,D620
U+8020,5B20,D620
U+5E1A,5B20,D620
U+5420,5B20,D620
U+76B1,5B20,D620
U+5B20,5B20,D620
U+663C,5B20,D620
U+9AA4,5B20,D620
U+7320,5B20,D620
U+682A,5B20,D620
U+86DB,5B20,D620
U+6731,5B20,D620
U+732A,5B20,D620
U+8BF8,5B20,D620
U+8BDB,5B20,D620
U+9010,5B20,D620
U+7A20,5B20,D620
U+70DB,5B20,D620
U+716E,5B20,D620
U+62C4,5B20,D620
U+77A9,5B20,D620
U+5631,5B20,D620
U+4E3B,5B20,D620
U+8457,5B20,D620
U+6720,5B20,D620
U+52A9,5B20,D620
U+86C0,5B20,D620
U+8D2E,5B20,D620
U+94F8,5B20,D6FD
U+7B51,5BFD,D6FE
U+4F4F,5C41,D7A1
U+6C20,5C42,D7A2
U+795D,5C43,D7A3
U+9A7B,5C44,D7A4
U+6220,5C45,D7A5
U+722A,5C46,D7A6
U+62FD,5C47,D7A7
U+4E13,5C48,D7A8
U+7816,5C49,D7A9
U+8F6C,5C4A,D7AA
U+64B0,5C4B,D7AB
U+8D5A,5C4C,D7AC
U+7BC6,5C4D,D7AD
U+6869,5C4E,D7AE
U+5E20,5C4F,D7AF
U+88C5,5C50,D7B0
U+5920,5C51,D7B1
U+6420,5C52,D7B2
U+5820,5C53,D7B3
U+72B6,5C54,D7B4
U+690E,5C55,D7B5
U+9525,5C56,D7B6
U+8FFD,5C57,D7B7
U+8D58,5C58,D7B8
U+5760,5C59,D7B9
U+7F00,5C5A,D7BA
U+8C06,5C5B,D7BB
U+51C6,5C5C,D7BC
U+6349,5C5D,D7BD
U+62D9,5C5E,D7BE
U+5353,5C5F,D7BF
U+684C,5C60,D7C0
U+7422,5C61,D7C1
U+8301,5C62,D7C2
U+914C,5C63,D7C3
U+5544,5C64,D7C4
U+7740,5C65,D7C5
U+707C,5C66,D7C6
U+6D4A,5C67,D7C7
U+5179,5C68,D7C8
U+54A8,5C69,D7C9
U+8D44,5C6A,D7CA
U+59FF,5C6B,D7CB
U+6ECB,5C6C,D7CC
U+6DC4,5C6D,D7CD
U+5B5C,5C6E,D7CE
U+7D2B,5C6F,D7CF
U+4ED4,5C70,D7D0
U+7C7D,5C71,D7D1
U+6ED3,5C72,D7D2
U+5B50,5C73,D7D3
U+81EA,5C74,D7D4
U+6E0D,5C75,D7D5
U+5B57,5C76,D7D6
U+9B03,5C77,D7D7
U+68D5,5C78,D7D8
U+8E2A,5C79,D7D9
U+5B20,5C7A,D7DA
U+7E20,5C7B,D7DB
U+603B,5C7C,D7DC
U+7EB5,5C7D,D7DD
U+90B9,5C7E,D7DE
U+8D70,5C7F,D7DF
U+594F,5C20,D720
U+63CD,5C20,D720
U+79DF,5C20,D720
U+8DB3,5C20,D720
U+5352,5C20,D720
U+65CF,5C20,D720
U+7956,5C20,D720
U+8BC5,5C20,D720
U+963B,5C20,D720
U+7EC4,5C20,D720
U+94BB,5C20,D720
U+7E20,5C20,D720
U+5634,5C20,D720
U+9189,5C20,D720
U+6700,5C20,D720
U+7F6A,5C20,D720
U+5C0A,5C20,D720
U+9075,5C20,D720
U+6628,5C20,D720
U+5D20,5C20,D720
U+4F50,5C20,D720
U+67DE,5C20,D720
U+505A,5C20,D720
U+4F5C,5C20,D720
U+5750,5C20,D720
U+5EA7,5C20,D720
U+4E20,5CA0,D8A1
U+4E0C,5CA1,D8A2
U+5140,5CA2,D8A3
U+4E10,5CA3,D8A4
U+5EFF,5CA4,D8A5
U+5345,5CA5,D8A6
U+4E15,5CA6,D8A7
U+4E20,5CA7,D8A8
U+4E1E,5CA8,D8A9
U+9B32,5CA9,D8AA
U+5B6C,5CAA,D8AB
U+5669,5CAB,D8AC
U+4E28,5CAC,D8AD
U+79BA,5CAD,D8AE
U+4E3F,5CAE,D8AF
U+5315,5CAF,D8B0
U+4E47,5CB0,D8B1
U+592D,5CB1,D8B2
U+723B,5CB2,D8B3
U+536E,5CB3,D8B4
U+6C10,5CB4,D8B5
U+56DF,5CB5,D8B6
U+8020,5CB6,D8B7
U+9997,5CB7,D8B8
U+6BD3,5CB8,D8B9
U+777E,5CB9,D8BA
U+9F17,5CBA,D8BB
U+4E36,5CBB,D8BC
U+4E20,5CBC,D8BD
U+9F10,5CBD,D8BE
U+4E5C,5CBE,D8BF
U+4E69,5CBF,D8C0
U+4E20,5CC0,D8C1
U+8288,5CC1,D8C2
U+5B5B,5CC2,D8C3
U+556C,5CC3,D8C4
U+560F,5CC4,D8C5
U+4EC4,5CC5,D8C6
U+5320,5CC6,D8C7
U+5320,5CC7,D8C8
U+53A3,5CC8,D8C9
U+53A5,5CC9,D8CA
U+53AE,5CCA,D8CB
U+9765,5CCB,D8CC
U+8D5D,5CCC,D8CD
U+531A,5CCD,D8CE
U+5320,5CCE,D8CF
U+5326,5CCF,D8D0
U+532E,5CD0,D8D1
U+533E,5CD1,D8D2
U+8D5C,5CD2,D8D3
U+5366,5CD3,D8D4
U+5363,5CD4,D8D5
U+5202,5CD5,D8D6
U+5208,5CD6,D8D7
U+520E,5CD7,D8D8
U+522D,5CD8,D8D9
U+5233,5CD9,D8DA
U+523F,5CDA,D8DB
U+5240,5CDB,D8DC
U+524C,5CDC,D8DD
U+525E,5CDD,D8DE
U+5261,5CDE,D8DF
U+525C,5CDF,D820
U+84AF,5C20,D820
U+527D,5C20,D820
U+5220,5C20,D820
U+5220,5C20,D820
U+5220,5C20,D820
U+5220,5C20,D820
U+5120,5C20,D820
U+7F54,5C20,D820
U+4EBB,5C20,D820
U+4EC3,5C20,D820
U+4EC9,5C20,D820
U+4EC2,5C20,D820
U+4E20,5C20,D820
U+4E20,5C20,D820
U+4E20,5C20,D820
U+4EDE,5C20,D820
U+4F1B,5C20,D820
U+4E20,5C20,D820
U+4F22,5C20,D820
U+4F64,5C20,D820
U+4E20,5C20,D820
U+4F25,5C20,D820
U+4F27,5C20,D820
U+4F09,5C20,D820
U+4F2B,5C20,D820
U+4F5E,5C20,D820
U+4F67,5C20,D820
U+6538,5C20,D820
U+4F5A,5C20,D8FD
U+4F5D,5CFD,D8FE
U+4F5F,5D41,D9A1
U+4F57,5D42,D9A2
U+4F32,5D43,D9A3
U+4F3D,5D44,D9A4
U+4F76,5D45,D9A5
U+4F74,5D46,D9A6
U+4F20,5D47,D9A7
U+4F20,5D48,D9A8
U+4F20,5D49,D9A9
U+4F20,5D4A,D9AA
U+4F7E,5D4B,D9AB
U+4F7B,5D4C,D9AC
U+4FAA,5D4D,D9AD
U+4F7C,5D4E,D9AE
U+4FAC,5D4F,D9AF
U+4F20,5D50,D9B0
U+4F20,5D51,D9B1
U+4F20,5D52,D9B2
U+4F20,5D53,D9B3
U+4FC5,5D54,D9B4
U+4FDA,5D55,D9B5
U+4F20,5D56,D9B6
U+4FDC,5D57,D9B7
U+4FD1,5D58,D9B8
U+4FDF,5D59,D9B9
U+4F20,5D5A,D9BA
U+5029,5D5B,D9BB
U+504C,5D5C,D9BC
U+4F20,5D5D,D9BD
U+502C,5D5E,D9BE
U+500F,5D5F,D9BF
U+502E,5D60,D9C0
U+502D,5D61,D9C1
U+4FFE,5D62,D9C2
U+501C,5D63,D9C3
U+500C,5D64,D9C4
U+5025,5D65,D9C5
U+5028,5D66,D9C6
U+507E,5D67,D9C7
U+5043,5D68,D9C8
U+5055,5D69,D9C9
U+5048,5D6A,D9CA
U+504E,5D6B,D9CB
U+506C,5D6C,D9CC
U+507B,5D6D,D9CD
U+50A5,5D6E,D9CE
U+50A7,5D6F,D9CF
U+50A9,5D70,D9D0
U+50BA,5D71,D9D1
U+50D6,5D72,D9D2
U+5106,5D73,D9D3
U+5020,5D74,D9D4
U+5020,5D75,D9D5
U+5020,5D76,D9D6
U+5020,5D77,D9D7
U+5107,5D78,D9D8
U+510B,5D79,D9D9
U+4EDD,5D7A,D9DA
U+6C3D,5D7B,D9DB
U+4F58,5D7C,D9DC
U+4F65,5D7D,D9DD
U+4FCE,5D7E,D9DE
U+9FA0,5D7F,D9DF
U+6C46,5D20,D920
U+7C74,5D20,D920
U+516E,5D20,D920
U+5DFD,5D20,D920
U+9EC9,5D20,D920
U+9998,5D20,D920
U+5120,5D20,D920
U+5914,5D20,D920
U+5220,5D20,D920
U+530D,5D20,D920
U+8A07,5D20,D920
U+5310,5D20,D920
U+5120,5D20,D920
U+5919,5D20,D920
U+5155,5D20,D920
U+4EA0,5D20,D920
U+5156,5D20,D920
U+4EB3,5D20,D920
U+886E,5D20,D920
U+88A4,5D20,D920
U+4EB5,5D20,D920
U+8114,5D20,D920
U+88D2,5D20,D920
U+7980,5D20,D920
U+5B34,5D20,D920
U+8803,5D20,D920
U+7FB8,5D20,D920
U+51AB,5D20,D920
U+51B1,5D20,D920
U+51BD,5D20,D9FD
U+51BC,5D20,D9FE
U+51C7,5DA0,DAA1
U+5120,5DA1,DAA2
U+51A2,5DA2,DAA3
U+51A5,5DA3,DAA4
U+8BA0,5DA4,DAA5
U+8BA6,5DA5,DAA6
U+8BA7,5DA6,DAA7
U+8BAA,5DA7,DAA8
U+8BB4,5DA8,DAA9
U+8BB5,5DA9,DAAA
U+8BB7,5DAA,DAAB
U+8BC2,5DAB,DAAC
U+8BC3,5DAC,DAAD
U+8BCB,5DAD,DAAE
U+8BCF,5DAE,DAAF
U+8BCE,5DAF,DAB0
U+8BD2,5DB0,DAB1
U+8BD3,5DB1,DAB2
U+8BD4,5DB2,DAB3
U+8BD6,5DB3,DAB4
U+8BD8,5DB4,DAB5
U+8BD9,5DB5,DAB6
U+8BDC,5DB6,DAB7
U+8BDF,5DB7,DAB8
U+8BE0,5DB8,DAB9
U+8BE4,5DB9,DABA
U+8BE8,5DBA,DABB
U+8BE9,5DBB,DABC
U+8BEE,5DBC,DABD
U+8BF0,5DBD,DABE
U+8BF3,5DBE,DABF
U+8BF6,5DBF,DAC0
U+8BF9,5DC0,DAC1
U+8BFC,5DC1,DAC2
U+8BFF,5DC2,DAC3
U+2000,5DC3,DAC4
U+8C02,5DC4,DAC5
U+8C04,5DC5,DAC6
U+8C07,5DC6,DAC7
U+8C0C,5DC7,DAC8
U+8C0F,5DC8,DAC9
U+8C11,5DC9,DACA
U+8C12,5DCA,DACB
U+8C14,5DCB,DACC
U+8C15,5DCC,DACD
U+8C16,5DCD,DACE
U+8C19,5DCE,DACF
U+8C1B,5DCF,DAD0
U+8C18,5DD0,DAD1
U+8C1D,5DD1,DAD2
U+8C1F,5DD2,DAD3
U+8C20,5DD3,DAD4
U+8C21,5DD4,DAD5
U+8C25,5DD5,DAD6
U+8C27,5DD6,DAD7
U+8C2A,5DD7,DAD8
U+8C2B,5DD8,DAD9
U+8C2E,5DD9,DADA
U+8C2F,5DDA,DADB
U+8C32,5DDB,DADC
U+8C33,5DDC,DADD
U+8C35,5DDD,DADE
U+8C36,5DDE,DADF
U+5369,5DDF,DA20
U+537A,5D20,DA20
U+961D,5D20,DA20
U+9622,5D20,DA20
U+9621,5D20,DA20
U+9631,5D20,DA20
U+962A,5D20,DA20
U+963D,5D20,DA20
U+963C,5D20,DA20
U+9642,5D20,DA20
U+9649,5D20,DA20
U+9654,5D20,DA20
U+965F,5D20,DA20
U+9667,5D20,DA20
U+966C,5D20,DA20
U+9672,5D20,DA20
U+9674,5D20,DA20
U+9688,5D20,DA20
U+968D,5D20,DA20
U+9697,5D20,DA20
U+96B0,5D20,DA20
U+9097,5D20,DA20
U+909B,5D20,DA20
U+909D,5D20,DA20
U+9099,5D20,DA20
U+90AC,5D20,DA20
U+90A1,5D20,DA20
U+90B4,5D20,DA20
U+90B3,5D20,DA20
U+90B6,5D20,DAFD
U+90BA,5DFD,DAFE
U+90B8,5E41,DBA1
U+90B0,5E42,DBA2
U+90CF,5E43,DBA3
U+90C5,5E44,DBA4
U+90BE,5E45,DBA5
U+90D0,5E46,DBA6
U+90C4,5E47,DBA7
U+90C7,5E48,DBA8
U+90D3,5E49,DBA9
U+90E6,5E4A,DBAA
U+90E2,5E4B,DBAB
U+90DC,5E4C,DBAC
U+90D7,5E4D,DBAD
U+90DB,5E4E,DBAE
U+90EB,5E4F,DBAF
U+90EF,5E50,DBB0
U+90FE,5E51,DBB1
U+9104,5E52,DBB2
U+9122,5E53,DBB3
U+911E,5E54,DBB4
U+9123,5E55,DBB5
U+9131,5E56,DBB6
U+912F,5E57,DBB7
U+9139,5E58,DBB8
U+9143,5E59,DBB9
U+9146,5E5A,DBBA
U+520D,5E5B,DBBB
U+5942,5E5C,DBBC
U+52A2,5E5D,DBBD
U+52AC,5E5E,DBBE
U+52AD,5E5F,DBBF
U+52BE,5E60,DBC0
U+54FF,5E61,DBC1
U+52D0,5E62,DBC2
U+52D6,5E63,DBC3
U+5220,5E64,DBC4
U+53DF,5E65,DBC5
U+7120,5E66,DBC6
U+77CD,5E67,DBC7
U+5E20,5E68,DBC8
U+5120,5E69,DBC9
U+5120,5E6A,DBCA
U+9B2F,5E6B,DBCB
U+53B6,5E6C,DBCC
U+5F01,5E6D,DBCD
U+755A,5E6E,DBCE
U+5D20,5E6F,DBCF
U+574C,5E70,DBD0
U+57A9,5E71,DBD1
U+57A1,5E72,DBD2
U+587E,5E73,DBD3
U+58BC,5E74,DBD4
U+58C5,5E75,DBD5
U+58D1,5E76,DBD6
U+5729,5E77,DBD7
U+572C,5E78,DBD8
U+572A,5E79,DBD9
U+5733,5E7A,DBDA
U+5739,5E7B,DBDB
U+572E,5E7C,DBDC
U+572F,5E7D,DBDD
U+575C,5E7E,DBDE
U+573B,5E7F,DBDF
U+5742,5E20,DB20
U+5769,5E20,DB20
U+5720,5E20,DB20
U+576B,5E20,DB20
U+5720,5E20,DB20
U+577C,5E20,DB20
U+577B,5E20,DB20
U+5768,5E20,DB20
U+576D,5E20,DB20
U+5776,5E20,DB20
U+5773,5E20,DB20
U+57AD,5E20,DB20
U+57A4,5E20,DB20
U+5720,5E20,DB20
U+57B2,5E20,DB20
U+57CF,5E20,DB20
U+57A7,5E20,DB20
U+57B4,5E20,DB20
U+5720,5E20,DB20
U+57A0,5E20,DB20
U+57D5,5E20,DB20
U+57D8,5E20,DB20
U+57DA,5E20,DB20
U+57D9,5E20,DB20
U+57D2,5E20,DB20
U+57B8,5E20,DB20
U+5720,5E20,DB20
U+5720,5E20,DB20
U+5720,5E20,DB20
U+5720,5E20,DBFD
U+57DD,5E20,DBFE
U+580B,5EA0,DCA1
U+580D,5EA1,DCA2
U+57FD,5EA2,DCA3
U+5720,5EA3,DCA4
U+5800,5EA4,DCA5
U+581E,5EA5,DCA6
U+5819,5EA6,DCA7
U+5844,5EA7,DCA8
U+5820,5EA8,DCA9
U+5865,5EA9,DCAA
U+586C,5EAA,DCAB
U+5820,5EAB,DCAC
U+5820,5EAC,DCAD
U+5820,5EAD,DCAE
U+5880,5EAE,DCAF
U+99A8,5EAF,DCB0
U+9F19,5EB0,DCB1
U+61FF,5EB1,DCB2
U+8279,5EB2,DCB3
U+827D,5EB3,DCB4
U+827F,5EB4,DCB5
U+828F,5EB5,DCB6
U+828A,5EB6,DCB7
U+82A8,5EB7,DCB8
U+8284,5EB8,DCB9
U+828E,5EB9,DCBA
U+8291,5EBA,DCBB
U+8297,5EBB,DCBC
U+8299,5EBC,DCBD
U+82AB,5EBD,DCBE
U+82B8,5EBE,DCBF
U+82BE,5EBF,DCC0
U+82B0,5EC0,DCC1
U+82C8,5EC1,DCC2
U+82CA,5EC2,DCC3
U+82E3,5EC3,DCC4
U+8298,5EC4,DCC5
U+82B7,5EC5,DCC6
U+82AE,5EC6,DCC7
U+82CB,5EC7,DCC8
U+82CC,5EC8,DCC9
U+82C1,5EC9,DCCA
U+82A9,5ECA,DCCB
U+82B4,5ECB,DCCC
U+82A1,5ECC,DCCD
U+82AA,5ECD,DCCE
U+829F,5ECE,DCCF
U+82C4,5ECF,DCD0
U+82CE,5ED0,DCD1
U+82A4,5ED1,DCD2
U+82E1,5ED2,DCD3
U+8309,5ED3,DCD4
U+82F7,5ED4,DCD5
U+82E4,5ED5,DCD6
U+830F,5ED6,DCD7
U+8307,5ED7,DCD8
U+82DC,5ED8,DCD9
U+82F4,5ED9,DCDA
U+82D2,5EDA,DCDB
U+82D8,5EDB,DCDC
U+830C,5EDC,DCDD
U+82FB,5EDD,DCDE
U+82D3,5EDE,DCDF
U+8311,5EDF,DC20
U+831A,5E20,DC20
U+8306,5E20,DC20
U+8314,5E20,DC20
U+8315,5E20,DC20
U+82E0,5E20,DC20
U+82D5,5E20,DC20
U+831C,5E20,DC20
U+8351,5E20,DC20
U+835B,5E20,DC20
U+835C,5E20,DC20
U+8308,5E20,DC20
U+8392,5E20,DC20
U+833C,5E20,DC20
U+8334,5E20,DC20
U+8331,5E20,DC20
U+839B,5E20,DC20
U+835E,5E20,DC20
U+832F,5E20,DC20
U+834F,5E20,DC20
U+8347,5E20,DC20
U+8343,5E20,DC20
U+835F,5E20,DC20
U+8340,5E20,DC20
U+8317,5E20,DC20
U+8360,5E20,DC20
U+832D,5E20,DC20
U+833A,5E20,DC20
U+8333,5E20,DC20
U+8366,5E20,DCFD
U+8365,5EFD,DCFE
U+8368,5F41,DDA1
U+831B,5F42,DDA2
U+8369,5F43,DDA3
U+836C,5F44,DDA4
U+836A,5F45,DDA5
U+836D,5F46,DDA6
U+836E,5F47,DDA7
U+83B0,5F48,DDA8
U+8378,5F49,DDA9
U+83B3,5F4A,DDAA
U+83B4,5F4B,DDAB
U+83A0,5F4C,DDAC
U+83AA,5F4D,DDAD
U+8393,5F4E,DDAE
U+839C,5F4F,DDAF
U+8385,5F50,DDB0
U+837C,5F51,DDB1
U+83B6,5F52,DDB2
U+83A9,5F53,DDB3
U+837D,5F54,DDB4
U+83B8,5F55,DDB5
U+837B,5F56,DDB6
U+8398,5F57,DDB7
U+839E,5F58,DDB8
U+83A8,5F59,DDB9
U+83BA,5F5A,DDBA
U+83BC,5F5B,DDBB
U+83C1,5F5C,DDBC
U+8401,5F5D,DDBD
U+83E5,5F5E,DDBE
U+83D8,5F5F,DDBF
U+5807,5F60,DDC0
U+8418,5F61,DDC1
U+840B,5F62,DDC2
U+83DD,5F63,DDC3
U+83FD,5F64,DDC4
U+83D6,5F65,DDC5
U+841C,5F66,DDC6
U+8438,5F67,DDC7
U+8411,5F68,DDC8
U+8406,5F69,DDC9
U+83D4,5F6A,DDCA
U+83DF,5F6B,DDCB
U+840F,5F6C,DDCC
U+8403,5F6D,DDCD
U+83F8,5F6E,DDCE
U+83F9,5F6F,DDCF
U+83EA,5F70,DDD0
U+83C5,5F71,DDD1
U+83C0,5F72,DDD2
U+8426,5F73,DDD3
U+83F0,5F74,DDD4
U+83E1,5F75,DDD5
U+845C,5F76,DDD6
U+8451,5F77,DDD7
U+845A,5F78,DDD8
U+8459,5F79,DDD9
U+8473,5F7A,DDDA
U+8487,5F7B,DDDB
U+8488,5F7C,DDDC
U+847A,5F7D,DDDD
U+8489,5F7E,DDDE
U+8478,5F7F,DDDF
U+843C,5F20,DD20
U+8446,5F20,DD20
U+8469,5F20,DD20
U+8476,5F20,DD20
U+848C,5F20,DD20
U+848E,5F20,DD20
U+8431,5F20,DD20
U+846D,5F20,DD20
U+84C1,5F20,DD20
U+84CD,5F20,DD20
U+84D0,5F20,DD20
U+84E6,5F20,DD20
U+84BD,5F20,DD20
U+84D3,5F20,DD20
U+84CA,5F20,DD20
U+84BF,5F20,DD20
U+84BA,5F20,DD20
U+84E0,5F20,DD20
U+84A1,5F20,DD20
U+84B9,5F20,DD20
U+84B4,5F20,DD20
U+8497,5F20,DD20
U+84E5,5F20,DD20
U+84E3,5F20,DD20
