MSGID,MNEMONIC,LINENO,LEVEL,TEXT,PBUTTONS
3091.0,IN_ADMIN_FOOTER,2.0,N,"<ADDRESS>Please notify <A HREF=""mailto:%1$"">%2$</A>",SASHELP.FSP.OK.SLIST
3091.0,IN_ADMIN_FOOTER,3.0,N,if you have any questions about this service.</ADDRESS>,SASHELP.FSP.OK.SLIST
3091.0,IN_ADMIN_FOOTER,4.0,N,</BODY></HTML>,SASHELP.FSP.OK.SLIST
3296.0,IN_PORT_NOT_ALLOWED,1.0,E,ERROR: Application Server Error.  The port number,SASHELP.FSP.OK.SLIST
3296.0,IN_PORT_NOT_ALLOWED,2.0,E,for the Application Server must be within the,SASHELP.FSP.OK.SLIST
3296.0,IN_PORT_NOT_ALLOWED,3.0,E,range 256 to 32767.,SASHELP.FSP.OK.SLIST
3324.0,IN_APPSRV_ERROR_EXPIRE,1.0,E,Error: The SAS/IntrNet Application Server has expired,SASHELP.FSP.OK.SLIST
3324.0,IN_APPSRV_ERROR_EXPIRE,2.0,E,and will no longer function.  Please contact SAS,SASHELP.FSP.OK.SLIST
3324.0,IN_APPSRV_ERROR_EXPIRE,3.0,E,"Institute, Inc. for an official license.",SASHELP.FSP.OK.SLIST
3325.0,IN_APPSRV_WARNING_EXPIRE,1.0,W,Warning: The SAS/IntrNet Application Server has expired.,SASHELP.FSP.OK.SLIST
3325.0,IN_APPSRV_WARNING_EXPIRE,2.0,W,"Please contact SAS Institute, Inc. for an official license.",SASHELP.FSP.OK.SLIST
3326.0,IN_APPSRV_EXPIRE_SOON,1.0,W,Warning: The SAS/IntrNet Application Server will expire,SASHELP.FSP.OK.SLIST
3326.0,IN_APPSRV_EXPIRE_SOON,2.0,W,on %1$.,SASHELP.FSP.OK.SLIST
3355.0,IN_NOT_VALID_RELEASE,1.0,E,Error: This is not a valid SAS release for the Application Server.,SASHELP.FSP.OK.SLIST
3404.0,IN_NO_RESET,1.0,E,<P>The server reset file was not found.  The,SASHELP.FSP.OK.SLIST
3404.0,IN_NO_RESET,2.0,E,server root may not be set.  No reset file was,SASHELP.FSP.OK.SLIST
3404.0,IN_NO_RESET,3.0,E,executed.</P>,SASHELP.FSP.OK.SLIST
3405.0,IN_RESET_NOT_EXIST,1.0,W,<P>The server reset file does not exist.  No,SASHELP.FSP.OK.SLIST
3405.0,IN_RESET_NOT_EXIST,2.0,W,reset code was executed.</P>,SASHELP.FSP.OK.SLIST
3406.0,IN_AUTOEXEC_NOT_EXIST,1.0,W,<P>The server autoexec file does not exist.,SASHELP.FSP.OK.SLIST
3406.0,IN_AUTOEXEC_NOT_EXIST,2.0,W,Any previously allocated application libraries,SASHELP.FSP.OK.SLIST
3406.0,IN_AUTOEXEC_NOT_EXIST,3.0,W,have been cleared.</P>,SASHELP.FSP.OK.SLIST
3407.0,IN_PERMDATA_NOT_EXIST,1.0,W,<P>The server permdata file does not exist.,SASHELP.FSP.OK.SLIST
3407.0,IN_PERMDATA_NOT_EXIST,2.0,W,Any previously allocated permanent data,SASHELP.FSP.OK.SLIST
3407.0,IN_PERMDATA_NOT_EXIST,3.0,W,libraries and files have been cleared.</P>,SASHELP.FSP.OK.SLIST
3408.0,IN_NO_AUTOEXEC,1.0,W,<P>The server autoexec file was not found.,SASHELP.FSP.OK.SLIST
3408.0,IN_NO_AUTOEXEC,2.0,W,The server root may not be set.  Any previously,SASHELP.FSP.OK.SLIST
3408.0,IN_NO_AUTOEXEC,3.0,W,assigned application libraries have been cleared.</P>,SASHELP.FSP.OK.SLIST
3410.0,IN_NO_PERMDATA,1.0,W,<P>The server permdata file could not be found.,SASHELP.FSP.OK.SLIST
3410.0,IN_NO_PERMDATA,2.0,W,The server root may not be set.  Any previously,SASHELP.FSP.OK.SLIST
3410.0,IN_NO_PERMDATA,3.0,W,allocated permanent data libraries and files,SASHELP.FSP.OK.SLIST
3410.0,IN_NO_PERMDATA,4.0,W,have been cleared.</P>,SASHELP.FSP.OK.SLIST
4013.0,IN_GRAPH,1.0,O,Graph,SASHELP.FSP.OK.SLIST
4514.0,IO_HALT,1.0,E,Unable to perform function. Program halted due to,SASHELP.FSP.OK.SLIST
4514.0,IO_HALT,2.0,E,an internal error.,SASHELP.FSP.OK.SLIST
4730.0,IN_PLOT,1.0,O,Plot,SASHELP.FSP.OK.SLIST
4732.0,IN_ONE_DIMENSIONAL,1.0,O,One Dimensional,SASHELP.FSP.OK.SLIST
4733.0,IN_TWO_DIMENSIONAL,1.0,O,Two Dimensional,SASHELP.FSP.OK.SLIST
4734.0,IN_FILTER_BY,1.0,O,Filter by,SASHELP.FSP.OK.SLIST
4735.0,IN_APPLY_FILTER,1.0,O,Apply Filter,SASHELP.FSP.OK.SLIST
4736.0,IN_TABLE,1.0,O,Table,SASHELP.FSP.OK.SLIST
4737.0,IN_DISPLAY_TABLE,1.0,O,Display Table,SASHELP.FSP.OK.SLIST
4738.0,IN_DISPLAY_GRAPH,1.0,O,Display Graph,SASHELP.FSP.OK.SLIST
4739.0,IN_LOCATION,1.0,O,Location,SASHELP.FSP.OK.SLIST
4740.0,IN_BOTTOM_LOC,1.0,O,Bottom,SASHELP.FSP.OK.SLIST
4741.0,IN_TOP_LOC,1.0,O,Top,SASHELP.FSP.OK.SLIST
