MSGID,MNEMONIC,LINENO,LEVEL,TEXT,PBUTTONS
2170.0,IO_SAME_TABLE,2.0,E,currently creating. Select a different table to,SASHELP.FSP.OK.SLIST
2170.0,IO_SAME_TABLE,3.0,E,continue.,SASHELP.FSP.OK.SLIST
2174.0,IO_ENOOPEN,1.0,E,%l%1$ cannot be opened.,SASHELP.FSP.OK.SLIST
2175.0,IO_ENOCOLUMNS,1.0,E,%l%1$ has no columns and cannot be displayed.,SASHELP.FSP.OK.SLIST
2176.0,IN_NO_WHERE_SELECTION,1.0,N,You must select a table before specifying a where clause.,SASHELP.FSP.OK.SLIST
2211.0,IO_NOT_VALID_ENTRY_TYPE,1.0,E,%l%$ is an invalid entry type for a class entry.,SASHELP.FSP.OK.SLIST
2241.0,DI_BAD_EXECCMD_ENTRY,1.0,N,%l%1$ specified as EXECCMD= invocation argument does,SASHELP.FSP.OK.SLIST
2241.0,DI_BAD_EXECCMD_ENTRY,2.0,N,not exist. Argument will be ignored.,SASHELP.FSP.OK.SLIST
2243.0,IN_DUPLICATE_COMMAND,1.0,E,%lTwo or more commands start with '%1$'. Please reenter.,SASHELP.FSP.OK.SLIST
2244.0,DI_BAD_TABLE_NAME,1.0,E,%l%1$ is an invalid SAS name. A temporary table,SASHELP.FSP.OK.SLIST
2244.0,DI_BAD_TABLE_NAME,2.0,E,"will be created for you. To save it permanently,",SASHELP.FSP.OK.SLIST
2244.0,DI_BAD_TABLE_NAME,3.0,E,"use ""Save"" or ""Save As"" and you will be prompted",SASHELP.FSP.OK.SLIST
2244.0,DI_BAD_TABLE_NAME,4.0,E,for a new name.,SASHELP.FSP.OK.SLIST
2245.0,IO_TABLE_EXISTS,1.0,N,%l%1$ already exists. It will be opened.,SASHELP.FSP.OK.SLIST
2246.0,IN_BAD_COLUMNS,1.0,E,%lOne or more columns are in error. Correct to continue.,SASHELP.FSP.OK.SLIST
